,Страна,Категория,"Взлетный вес, кг","Длительность полета, час","Практическая дальность, км","Практический потолок, м",Метод запуска,Метод посадки,Тип двигателя,"Размах крыльев, м","Максимальная скорость полета, км/ч",Статус,Производитель,"Полезная нагрузка, кг",Навигация,Диапазон рабочих температур,"Диаметр несущего винта, м","Диагональ рамы, м"
1530,Тайвань,Самолетный тип,2.5,0.75,12,3100,Пусковая установка,Парашютная система,Электрический,1,90,В производстве,UAVER,,,,,
1531,Таиланд,Самолетный тип,145,10,100,5000,Шасси,Шасси,ДВС,5.34,110,В производстве,Royal Thai Air Force,,,,,
1532,Таиланд,Вертолетный тип,25,2.5,25,3000,Вертикальный,Вертикальный,ДВС,,100,В производстве,DTI,,,,2.24,
1533,Сербия,Самолетный тип,120,12,100,3000,Шасси,Шасси,ДВС,6.34,200,В производстве,Военно-технический институт,,,,,
1534,Таиланд,Самолетный тип,200,10,100,5000,Шасси,Шасси,ДВС,8,150,В производстве,RTAF,,,,,
1535,Сербия,Вертолетный тип,350,6,250,5000,Вертикальный,Вертикальный,ДВС,,200,В производстве,EdePro,,,,,
1536,Сербия,Самолетный тип,300,10,200,4500,Шасси,Шасси,ДВС,6.2,170,В производстве,Aero East Europe,,,,,
1537,Сербия,Самолетный тип,7,1,10,500,"Пусковая установка, С руки",Парашютная система,Электрический,2.8,120,В производстве,Utva Aviation Industry,,,,,
1538,Сербия,Вертолетный тип,180,,250,3100,Вертикальный,Вертикальный,ДВС,,170,В производстве,Yugoimport SDPR,,,,,
1539,Саудовская Аравия,Самолетный тип,50,,150,4100,Шасси,Шасси,ДВС,3,180,В производстве,King Abdulaziz City for Science and Technology,,,,,
1540,Румыния,Самолетный тип,230,,835,18300,Шасси,Шасси,Электрический,16,170,Снято с производства,ARCA Space Corporation,,,,,
1541,Румыния,Самолетный тип,230,20,1200,9100,Шасси,Шасси,Электрический,16,200,Снято с производства,ARCA Space Corporation,,,,,
1542,Румыния,Самолетный тип,140,,300,4100,Шасси,Шасси,ДВС,5,230,В производстве,,,,,,
1543,Румыния,Самолетный тип,10,,20,3100,Шасси,Шасси,ДВС,2.2,180,В производстве,,,,,,
1544,Канада,Самолетный тип,70,0.75,100,7620,Пусковая установка,Парашютная система,Газотурбинный,1.8,450,В производстве,Cassidian,,,,,
1545,Канада,Самолетный тип,50,1,100,7620,Пусковая установка,На фюзеляж,Газотурбинный,1.5,400,В производстве,Cassidian,,,,,
1546,Канада,Самолетный тип,22,,80,7620,Пусковая установка,Парашютная система,Газотурбинный,0.8,480,В производстве,Cassidian,,,,,
1547,Канада,Коптерный тип,4.4,3.75,5,1000,Вертикальный,Вертикальный,Электрический,,45,В производстве,EnergyOR Technologies,,,,,
1548,Канада,Вертолетный тип,345,,640,6500,Вертикальный,Вертикальный,ДВС,,255,В производстве,Challis Heliplane,,,,5.94,
1549,Канада,Коптерный тип,2.25,,0.75,450,Вертикальный,Вертикальный,Электрический,,20,В производстве,DragonFly,,,,,
1550,Сербия,Самолетный тип,40,,60,5000,Шасси,Шасси,ДВС,4.8,120,,,,,,,
1551,Румыния,Самолетный тип,7,3,50,2500,Пусковая установка,На фюзеляж,Электрический,2.1,110,В производстве,,,,,,
1552,Румыния,Самолетный тип,5,0.67,5,350,С руки,На фюзеляж,ДВС,1.6,75,Снято с производства,,,,,,
1553,Румыния,Самолетный тип,20,,30,3000,Шасси,Шасси,ДВС,2.1,150,В производстве,,,,,,
1554,Румыния,Самолетный тип,20,,100,3000,Шасси,Шасси,ДВС,2.5,200,В производстве,,,,,,
1555,Мексика,Самолетный тип,30,6,40,3600,Шасси,Шасси,ДВС,2.78,130,В производстве,Hydra Technologies de Mexico SA,,,,,
1556,Мексика,Самолетный тип,18,1.5,50,5000,С руки,На фюзеляж,Электрический,3.1,100,В производстве,Quetzal Aeroespacial,,,,,
1557,Мексика,Самолетный тип,55,8,75,4600,Шасси,Шасси,ДВС,3.7,165,В производстве,Hydra Technologies de Mexico SA,,,,,
1558,Мексика,Самолетный тип,5,1.5,10,2500,Шасси,Шасси,Электрический,1.9,100,В производстве,Hydra Technologies de Mexico SA,,,,,
1559,Малайзия,Самолетный тип,200,3,250,4100,Шасси,Шасси,Газотурбинный,8,240,В производстве,CRTM Aero Composites,,,,,
1560,Малайзия,Самолетный тип,380,10,200,4900,Шасси,Шасси,ДВС,7.2,240,В производстве,Composite Technology Research Malaysia Sdn,,,,,
1561,Малайзия,Вертолетный тип,13,1,2.5,250,Вертикальный,Вертикальный,ДВС,,100,В производстве,CRTM Aero Composites,,,,1.52,
1562,Испания,Самолетный тип,80,5,150,4600,Шасси,Шасси,ДВС,6,150,В производстве,Flightech Systems,,,,,
1563,Испания,Самолетный тип,45,5,100,3000,Шасси,Шасси,ДВС,3.8,150,В производстве,,,,,,
1564,Испания,Самолетный тип,1.8,2,15,3100,С руки,На фюзеляж,Электрический,1.8,95,Снято с производства,CATUAV,,,,,
1565,Испания,Самолетный тип,2,1,5,100,С руки,На фюзеляж,Электрический,1.5,105,В производстве,Conyca,,,,,
1566,Испания,Самолетный тип,520,20,220,6100,Шасси,Шасси,ДВС,8,180,Снято с производства,Construcciones Aeronauticas S.A.,,,,,
1567,Испания,Самолетный тип,5.2,,30,3100,"Пусковая установка, С руки",На фюзеляж,Электрический,2.1,200,В производстве,Indra Sistemas,,,,,
1568,Испания,Вертолетный тип,200,4,100,3500,Вертикальный,Вертикальный,ДВС,,180,В производстве,Indra Sistemas,,,,3.3,
1569,Испания,Самолетный тип,25,,60,4100,Пусковая установка,На фюзеляж,ДВС,2.2,180,В производстве,Национальный институт аэрокосмической техники,,,,,
1570,Испания,Вертолетный тип,50,,90,3100,Вертикальный,Вертикальный,ДВС,,120,В производстве,Национальный институт аэрокосмической техники,,,,1.8,
1571,Испания,Самолетный тип,300,,150,4000,Шасси,Шасси,ДВС,5.8,190,В производстве,Национальный институт аэрокосмической техники,,,,,
